S.N,Year Month,Metered Energy,Energy to R.E. (Local distribution),Internal Consumption,Total Energy Generation,Backfeed Energy From NEA,Backfeed Amount,Rate to NEA,R.E Rate (NRS),Invoice to NEA(NRS),Amount paid by NEA (NRs),Amount Deducted,Revenue From R.E (NRs) Local Distribution,Previous Due Royalty Chargeable Rs,Royalty Amount,col,PlantId,FiscalId,Plant,FiscalYear,Additional Energy,Transmission Loss,Seasional Rate,Billed Amount to NEA,Amount paid by NEA Rs,Late COD & Other Fine Rs,Short Supply,Remarks,Seasional Rate (USD),Exchange Rate,Invoice to NEA(USD),Amount paid by NEA (USD)
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,1020000.0,,39,14,"Lower Modi-1 HP , 10200 kW",077/78,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,2694247.87,,39,14,"Lower Modi-1 HP , 10200 kW",077/78,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,7717417.0,,39,14,"Lower Modi-1 HP , 10200 kW",077/78,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2073/3,0.00,,0.00,0.00,0.00,0.00,,,,,,,0.00,4677216.0,,39,9,"Lower Modi-1 HP , 10200 kW",073/74,,0.00,0.00,0.00,0.00,0.00,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,4677216.0,,39,9,"Lower Modi-1 HP , 10200 kW",073/74,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,1020000.0,,39,9,"Lower Modi-1 HP , 10200 kW",073/74,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,6140664.0,,39,9,"Lower Modi-1 HP , 10200 kW",073/74,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,3363659.0,,39,9,"Lower Modi-1 HP , 10200 kW",073/74,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2075/1,4310450.00,,0.00,4310450.00,300.00,3240.00,,,,,,,20345324.00,406906.48,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,4.72,0.00,20342084.00,0.00,,,,,,
2,2075/2,5189220.00,,0.00,5189220.00,140.00,1512.00,,,,,,,24493118.00,489862.36,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,4.72,0.00,24491606.40,0.00,,,,,,
3,2075/3,6238720.00,,0.00,6238720.00,810.00,8748.00,,,,,,,28698112.00,573962.24,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,4.60,0.00,28689364.00,0.00,,,,,,
4,2075/4,6022790.00,,0.00,6022790.00,660.00,7128.00,,,,,,,28427569.00,568551.38,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,4.72,0.00,28420440.80,0.00,,,,,,
5,2075/5,6430100.00,,0.00,6430100.00,140.00,1512.00,,,,,,,30350072.00,607001.44,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,4.72,0.00,30348560.00,0.00,,,,,,
6,2075/6,6206220.00,,0.00,6206220.00,80.00,864.00,,,,,,,29293358.00,585867.16,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,4.72,0.00,29292494.40,0.00,,,,,,
7,2075/7,4256040.00,,0.00,4256040.00,50.00,540.00,,,,,,,20088509.00,401770.18,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,4.72,0.00,20087968.80,0.00,,,,,,
8,2075/8,3279760.00,,0.00,3279760.00,30.00,324.00,,,,,,,15480467.00,309609.34,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,4.72,0.00,15480143.20,0.00,,,,,,
9,2075/9,2458545.00,,0.00,2458545.00,270.00,2916.00,,,,,,,20307582.00,406151.64,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,8.26,0.00,20304665.70,0.00,,,,,,
10,2075/10,2032980.00,,0.00,2032980.00,120.00,1296.00,,,,,,,16792415.00,335848.3,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,8.26,0.00,16791118.80,0.00,,,,,,
11,2075/11,1954230.00,,0.00,1954230.00,360.00,3888.00,,,,,,,16141940.00,322838.8,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,8.26,0.00,16138051.80,0.00,,,,,,
12,2075/12,2456185.00,,0.00,2456185.00,815.00,8802.00,,,,,,,20288088.00,405761.76,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,0.00,0.00,8.26,0.00,20279286.10,0.00,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,5414131.08,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,1020000.0,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,16200807.0,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,2037299.08,,39,11,"Lower Modi-1 HP , 10200 kW",075/76,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2072/1,2996960.00,,0.00,3009600.00,210.00,1942.50,,,,,,,9830953.00,196619.06,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,12640.00,4.36,15672158.00,9829009.92,0.00,,,,,,
2,2072/2,4008100.00,,0.00,4021920.00,250.00,2312.50,,,,,,,17475317.00,349506.34,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,13820.00,4.36,20960050.50,17473003.50,0.00,,,,,,
3,2072/3,4258200.00,,0.00,4274820.00,470.00,4347.50,,,,,,,18054769.00,361095.38,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,16620.00,4.24,21670008.00,18050420.50,0.00,,,,,,
4,2072/4,1877210.00,,0.00,1886580.00,8180.00,5400.00,,,,,,,7809868.00,156197.36,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,9370.00,4.36,9481378.90,7804468.20,0.00,,,,,,
5,2072/5,0.00,,0.00,0.00,19130.00,176952.50,,,,,,,176953.00,3539.06,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,0.00,4.36,-172170.00,0.00,0.00,,,,,,
6,2072/6,0.00,,0.00,0.00,39800.00,368150.00,,,,,,,368150.00,7363.0,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,0.00,4.36,-358200.00,0.00,0.00,,,,,,
7,2072/7,0.00,,0.00,0.00,20870.00,193047.50,,,,,,,193048.00,3860.96,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,0.00,4.36,-187830.00,0.00,0.00,,,,,,
8,2072/8,261640.00,,0.00,263700.00,13700.00,126725.00,,,,,,,1107608.00,22152.16,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,2060.00,4.36,1208447.60,980883.00,0.00,,,,,,
9,2072/9,2304090.00,,0.00,2311920.00,710.00,6567.50,,,,,,,17874902.00,357498.04,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,7830.00,7.63,20500011.00,17868333.63,0.00,,,,,,
10,2072/10,2116740.00,,170.00,2131550.00,170.00,1572.50,,,,,,,15412577.00,308251.54,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,14640.00,7.63,18837413.50,15411003.70,0.00,,,,,,
11,2072/11,1794270.00,,0.00,1808640.00,100.00,925.00,,,,,,,13690280.00,273805.6,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,14370.00,7.63,15968078.00,13689355.10,0.00,,,,,,
12,2072/12,2331750.00,,0.00,2345760.00,60.00,555.00,,,,,,,17791253.00,355825.06,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,0.00,14010.00,7.63,21358275.00,17790697.50,0.00,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,2395713.56,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,1020000.0,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,0.0,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,9556377.72,,39,8,"Lower Modi-1 HP , 10200 kW",072/73,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2070/1,3082140.00,,20.00,3116063.54,20.00,185.00,,,,,,,16458033.00,329160.66,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,33903.54,4.94,15225586.60,16457848.00,0.00,,,,,,
2,2070/2,2672950.00,,510.00,2702862.45,510.00,4718.00,,,,,,,23816546.00,476330.92,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,29402.45,4.94,23597900.50,23811828.00,0.00,,,,,,
3,2070/3,5436640.00,,442.20,5496885.24,442.20,4090.00,,,,,,,25965392.00,519307.84,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,59803.04,4.80,26091802.00,25961302.00,0.00,,,,,,
4,2070/4,5915350.00,,201.00,5980619.85,201.00,1859.00,,,,,,,28251711.00,565034.22,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,65068.85,4.80,28391830.00,28249852.00,0.00,,,,,,
5,2070/5,6573320.00,,170.85,6645797.37,170.85,1580.00,,,,,,,31394176.00,627883.52,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,72306.52,4.80,31550363.50,31392596.00,0.00,,,,,,
6,2070/6,6900100.00,,50.25,6976051.35,50.25,465.00,,,,,,,32954878.00,659097.56,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,75901.10,4.80,33120017.00,32954413.00,0.00,,,,,,
7,2070/7,5649070.00,,733.65,5711943.42,734.00,6786.00,,,,,,,26979958.00,539599.16,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,62139.77,4.80,27108783.50,26973172.00,0.00,,,,,,
8,2070/8,3994480.00,,50.22,4038469.50,50.00,465.00,,,,,,,19077637.00,381552.74,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,43939.28,4.80,19173041.50,19077172.00,0.00,,,,,,
9,2070/9,2731310.00,,70.35,2761424.76,70.00,651.00,,,,,,,22828289.00,456565.78,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,30044.41,8.40,23630646.62,22827638.00,0.00,,,,,,
10,2070/10,2021970.00,,10.05,2044221.72,10.00,93.00,,,,,,,16899625.00,337992.5,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,22241.67,8.40,17489948.00,16899532.00,0.00,,,,,,
11,2070/11,1727100.00,,10.05,1746108.15,10.00,93.00,,,,,,,14057220.00,281144.4,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,18998.10,8.40,14929322.50,14057127.00,377881.56,,,,,,
12,2070/12,1760110.00,,490.00,1779961.21,490.00,4533.00,,,,,,,13866574.00,277331.48,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,0.00,19361.21,8.65,15240419.00,13862041.00,126117.00,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,5451000.78,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,1020000.0,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,3341691.0,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,6471140.0,,39,6,"Lower Modi-1 HP , 10200 kW",070/71,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2076/3,5966040.00,,0.00,5988420.00,580.00,6264.00,,,,,,,28159708.80,563194.18,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,22380.00,4.72,32926276.80,28153444.80,,,,,,,
2,2076/4,6461530.00,,0.00,6488640.00,220.00,2376.00,,,,,,,31273805.20,625476.1,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,27110.00,4.72,35665269.60,31271429.20,,,,,,,
3,2076/5,5903250.00,,0.00,5913040.00,1120.00,12096.00,,,,,,,28571730.00,571434.6,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,9790.00,4.72,32573844.00,28559634.00,,,,,,,
4,2076/6,6483420.00,,0.00,6532910.00,40.00,432.00,,,,,,,31379752.80,627595.06,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,49490.00,4.84,35788046.40,31379320.80,,,,,,,
5,2076/7,5794350.00,,0.00,5823180.00,30.00,324.00,,,,,,,28044654.00,560893.08,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,28830.00,5.52,31984488.00,28044330.00,,,,,,,
6,2076/8,3765250.00,,0.00,3780900.00,80.00,864.00,,,,,,,18223810.00,364476.2,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,15650.00,5.52,20783316.00,18222946.00,,,,,,,
7,2076/9,2506770.00,,0.00,2519820.00,130.00,1404.00,,,,,,,21232341.90,424646.84,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,13050.00,8.47,21230937.90,21230937.90,,,,,,,
8,2076/10,1932170.00,,0.00,1944180.00,1550.00,16740.00,,,,,,,16365479.90,327309.6,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,12010.00,8.47,16348739.90,16348739.90,,,,,,,
9,2076/11,2205000.00,,0.00,2205000.00,190.00,2052.00,,,,,,,18676350.00,373527.0,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,,8.47,,18674298.00,,,,,,,
10,2076/12,2614923.87,,0.00,2614923.87,370.00,3996.00,,,,,,,22148405.19,442968.1,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,,8.47,,22144409.19,,,,,,,
11,2077/1,3376750.00,,0.00,3376750.00,260.00,2808.00,,,,,,,16343470.00,326869.4,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,,4.84,,16340662.00,,,,,,,
12,2077/2,4777520.00,,0.00,4924000.00,690.00,7452.00,,,,,,,23123196.80,462463.94,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,0.00,,4.72,23115744.80,23115744.80,,,,,,,
13,2077/13,,,,,,,,,,,,,0.00,4206596.4,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,,,,,,,,"Royalty to be received from posted rate till 2075 NEA Letter 444/2076-11-05, 076/77 letter 445",,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,9877450.5,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,1020000.0,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,8964928.75,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,3969820.75,,39,12,"Lower Modi-1 HP , 10200 kW",076/77,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2074/1,2912620.00,,0.00,2912620.00,260.00,2808.00,,,,,,,13398052.00,267961.04,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,4.60,16074854.40,13395244.00,0.00,,,,,,
2,2074/2,4883890.00,,0.00,4883890.00,170.00,1836.00,,,,,,,22465894.00,449317.88,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,4.60,26957236.80,22464058.00,0.00,,,,,,
3,2074/3,5387660.00,,0.00,5387660.00,540.00,5832.00,,,,,,,24136717.00,482734.34,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,4.48,28979778.80,24130884.80,0.00,,,,,,
4,2074/4,5887270.00,,0.00,5887270.00,150.00,1620.00,,,,,,,27081442.00,541628.84,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,4.60,31671892.60,27079822.00,0.00,,,,,,
5,2074/5,5702360.00,,0.00,5702360.00,390.00,4212.00,,,,,,,26230856.00,524617.12,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,4.60,30674484.80,26226644.00,0.00,,,,,,
6,2074/6,6464930.00,,0.00,6464930.00,190.00,2052.00,,,,,,,29738678.00,594773.56,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,4.60,34779271.40,29736626.00,0.00,,,,,,
7,2074/7,5329980.00,,0.00,5329980.00,20.00,216.00,,,,,,,24517908.00,490358.16,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,4.60,28675076.40,24517692.00,0.00,,,,,,
8,2074/8,3328510.00,,0.00,3328510.00,10.00,108.00,,,,,,,15311146.00,306222.92,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,4.60,17907291.30,15311038.00,0.00,,,,,,
9,2074/9,2587730.00,,0.00,2587730.00,120.00,1296.00,,,,,,,20831227.00,416624.54,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,8.05,24349243.30,20829930.50,0.00,,,,,,
10,2074/10,2214660.00,,0.00,2214660.00,160.00,1728.00,,,,,,,17828013.00,356560.26,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,8.05,20838222.60,17826285.00,0.00,,,,,,
11,2074/11,1789150.00,,0.00,1789150.00,60.00,648.00,,,,,,,14402658.00,288053.16,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,8.05,16835253.50,14402009.50,0.00,,,,,,
12,2074/12,2169650.00,,0.00,2169650.00,80.00,864.00,,,,,,,17465683.00,349313.66,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,0.00,0.00,8.05,20957955.00,17464818.50,0.00,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,5068165.48,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,1020000.0,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,3397119.0,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,11803975.48,,39,10,"Lower Modi-1 HP , 10200 kW",074/75,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2071/1,3197170.00,,80.00,3232418.87,80.00,740.00,,,,,,,13556001.00,271120.02,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,35168.87,5.09,16272875.30,13555261.00,0.00,,,,,,
2,2071/2,5388780.00,,230.00,5448286.58,230.00,2128.00,,,,,,,22848428.00,456968.56,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,59276.58,5.09,27426820.20,22846300.00,0.00,,,,,,
3,2071/3,5640915.00,,285.00,5703250.07,285.00,2636.00,,,,,,,27866120.00,557322.4,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,62050.07,4.12,27863483.85,27863484.00,0.00,,,,,,
4,2071/4,5594760.00,,600.00,5656902.36,600.00,5400.00,,,,,,,27561199.00,551223.98,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,61542.36,4.24,27632564.40,27555799.00,0.00,,,,,,
5,2071/5,3668625.00,,2287.50,3711267.38,2287.50,21159.00,,,,,,,18094108.00,361882.16,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,40354.88,4.24,18102472.50,18072949.00,0.00,,,,,,
6,2071/6,6444720.00,,135.00,6515746.92,135.00,1249.00,,,,,,,31836917.00,636738.34,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,70891.92,4.24,31835668.05,31835668.00,0.00,,,,,,
7,2071/7,6254085.00,,0.00,6322879.94,0.00,0.00,,,,,,,30895180.00,617903.6,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,68794.94,4.94,30895179.90,30895180.00,0.00,,,,,,
8,2071/8,4139460.00,,15.00,4185009.06,15.00,139.00,,,,,,,17189546.00,343790.92,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,45534.06,4.94,20448842.40,17189407.00,0.00,,,,,,
9,2071/9,3021030.00,,15.00,3054276.33,15.00,139.00,,,,,,,22416043.00,448320.86,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,33231.33,8.65,26131774.50,22415904.00,0.00,,,,,,
10,2071/10,2296650.00,,0.00,2321913.15,0.00,0.00,,,,,,,17041143.00,340822.86,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,25263.15,8.65,19866022.50,17041143.00,0.00,,,,,,
11,2071/11,2267580.00,,10.00,2292533.38,10.00,93.00,,,,,,,16825444.00,336508.88,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,24943.38,8.65,19614477.00,16825351.00,0.00,,,,,,
12,2071/12,1333710.00,,5890.00,1354270.81,5890.00,54483.00,,,,,,,9896129.00,197922.58,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,0.00,14670.81,8.90,11817009.00,9841646.00,0.00,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,5120525.16,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,1020000.0,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,6471001.0,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,6140664.16,,39,7,"Lower Modi-1 HP , 10200 kW",071/72,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2069/1,3309730.00,,0.00,3332960.00,50.00,465.00,,,,,,,15807271.00,316145.42,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,23230.00,4.80,15886241.50,15806806.00,79435.83,,,,,,
2,2069/2,5616330.00,,0.00,5645360.00,170.00,1580.00,,,,,,,26823592.00,536471.84,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,29030.00,4.80,26956811.50,26822012.00,134799.78,,,,,,
3,2069/3,0.00,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.0,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
4,2069/4,0.00,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.0,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
5,2069/5,0.00,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.0,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
6,2069/6,0.00,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.0,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
7,2069/7,0.00,,0.00,0.00,0.00,0.00,,,,,,,0.00,0.0,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
8,2069/8,2445060.00,,0.00,2468367.00,150.00,1357.00,,,,,,,9620908.00,192418.16,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,23307.00,4.80,11734900.50,9619551.00,2115349.41,,,,,,
9,2069/9,2502540.00,,0.00,2531040.00,20.00,181.00,,,,,,,17430191.00,348603.82,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,28500.00,8.40,21021319.00,17430010.00,3591308.80,,,,,,
10,2069/10,2008590.00,,0.00,2046440.00,260.00,2352.00,,,,,,,13989830.00,279796.6,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,37850.00,7.00,14057725.00,13987478.00,70247.35,,,,,,
11,2069/11,1973630.00,,0.00,1989040.00,20.00,181.00,,,,,,,14080094.00,281601.88,,39,5,"Lower Modi-1 HP , 10200 kW",069/70,0.00,15410.00,7.00,14198730.00,14079913.00,118817.32,,,,,,
